NM_001162506 39
NM_001177605 19.7777777777778
NM_001271709 33
NM_001356332 33.4444444444444
NM_001243758 48.2222222222222
NM_001214911 47.3333333333333
NM_001347456 48.4444444444444
NM_001291930 29.3333333333333
NM_001291204 37.8888888888889
NM_001291203 37.8888888888889
NM_001291202 37.8888888888889
NM_001291201 37.8888888888889
NM_001291200 37.8888888888889
NM_001291197 37.8888888888889
NM_001291196 3.22222222222222
NM_001166218 36.4444444444444
NM_001166213 67
NM_001301721 20.4444444444444
NM_001330608 12.4444444444444
NM_001348095 46.5555555555556
NM_029604 33.6666666666667
NM_147017 29.6666666666667
NM_147016 12.3333333333333
NM_138596 36.5555555555556
NM_145588 36.3333333333333
NM_177661 23.5555555555556
NM_146034 24.7777777777778
NM_146861 6.88888888888889
NM_146747 23.2222222222222
NM_146702 41.1111111111111
NM_146684 49.6666666666667
NM_146609 32.5555555555556
NM_133871 34.1111111111111
NM_172275 16.4444444444444
NR_028418 33.1111111111111
NM_028770 42.2222222222222
NM_028768 43
NM_029658 26.4444444444444
NM_029657 23.8888888888889
NR_029450 45.7777777777778
NM_024254 29.3333333333333
NM_001270514 0
NM_001252533 27.4444444444444
NR_040659 36.8888888888889
NM_013787 22
NM_020623 37.1111111111111
NM_021452 30.1111111111111
NR_033452 27.5555555555556
NM_001081396 34.4444444444444
NR_039570 47.1111111111111
NR_039568 44.5555555555556
NM_007950 27
NM_007948 27.8888888888889
NM_007947 61.3333333333333
NM_007908 40.1111111111111
NM_007952 23.8888888888889
NM_007906 48.1111111111111
NM_008224 14.4444444444444
NR_035424 50.2222222222222
NM_001285907 33.6666666666667
NM_001301781 25.6666666666667
NM_007418 42.8888888888889
NM_007403 39.8888888888889
NM_001302154 31.2222222222222
NM_008753 13.3333333333333
NR_105968 35.3333333333333
NR_105964 53
NM_001122820 34.4444444444444
NM_001130179 39.8888888888889
NM_011773 33.4444444444444
NM_016672 53.1111111111111
NM_054092 43.2222222222222
NM_054091 31
NM_054090 38.4444444444444
NM_027815 22.4444444444444
NM_019815 53.1111111111111
NM_019811 34.8888888888889
NM_026110 13.6666666666667
NM_026277 38.2222222222222
NM_013530 44.6666666666667
NM_025402 23.2222222222222
NM_001085491 45.8888888888889
NM_001111043 38
NM_001145060 31.7777777777778
NM_001136476 2.44444444444444
NM_001163577 49.5555555555556
NM_001163748 30.8888888888889
NM_026126 17.4444444444444
NM_026125 45.2222222222222
NM_026124 25
NM_026122 37.1111111111111
NM_025390 40.4444444444444
NM_026120 6.11111111111111
NM_026119 44
NM_001177770 35.7777777777778
NM_020016 16.7777777777778
NM_001286716 46
NM_001291238 22.3333333333333
NM_001360135 27.7777777777778
NR_040348 40.5555555555556
NM_026834 15.8888888888889
NM_001205364 30.8888888888889
NM_001290555 14
NM_001290552 38.3333333333333
NR_131050 37.8888888888889
NR_131046 40.8888888888889
NM_001346730 33.4444444444444
NM_001346676 41.8888888888889
NM_001310651 39.7777777777778
NM_001310456 13.1111111111111
NM_001360010 33.4444444444444
NM_001360505 23.4444444444444
NM_020490 50.1111111111111
NM_016715 14.4444444444444
NR_045869 34.6666666666667
NM_027347 40
NM_080639 31.6666666666667
NM_053116 37.1111111111111
NM_053115 56.5555555555556
NM_080636 39.8888888888889
NM_001363015 41.8888888888889
NM_025509 22.7777777777778
NM_025508 42.8888888888889
NM_177717 42.6666666666667
NM_001205215 33.3333333333333
NM_001362022 39
NM_001362021 29.4444444444444
NM_001362020 33.4444444444444
NM_198020 34.5555555555556
NM_001363446 34.8888888888889
NM_001360930 19.5555555555556
NM_001360233 54.2222222222222
NM_001360917 49.7777777777778
NM_001360914 42
NM_001360913 42
NM_001360912 32.3333333333333
NM_001360909 47.4444444444444
NM_027335 24.8888888888889
NM_001324482 25.6666666666667
NM_001360710 33
NM_001360708 32.1111111111111
NM_001360706 27
NM_001361692 40
NM_031379 25.1111111111111
NM_028276 16
NM_028958 15.6666666666667
NM_028957 25.5555555555556
NM_028956 28.7777777777778
NM_001357213 30.6666666666667
NM_018873 12.3333333333333
NM_001359339 24.5555555555556
NR_105828 34.2222222222222
NM_001081080 30.2222222222222
NR_028445 24.1111111111111
NR_028442 34.5555555555556
NR_136919 32.6666666666667
NR_136916 37.3333333333333
NM_001291016 30.4444444444444
NM_001165894 2.66666666666667
NM_001165254 24.7777777777778
NM_008945 40.4444444444444
NM_008944 41.5555555555556
NM_008941 27.7777777777778
NM_009640 27.2222222222222
NM_207686 17.8888888888889
NM_207682 24.2222222222222
NM_001357694 33.8888888888889
NM_001357703 30.4444444444444
NM_001358488 19
NM_001358487 19
NM_001360524 37.3333333333333
NM_001360523 37.3333333333333
NM_001357407 38.1111111111111
NM_001357802 17.7777777777778
NM_001357782 44.3333333333333
NM_001357390 31.3333333333333
NM_001358456 16.2222222222222
NM_001358447 7.66666666666667
NM_001358444 29.4444444444444
NM_001358441 22.7777777777778
NM_001358440 21.7777777777778
NM_001358439 22.7777777777778
NM_001358437 26.4444444444444
NM_001357349 22.8888888888889
NM_001358389 51.4444444444444
NM_001358390 51.4444444444444
NM_001358380 16.2222222222222
NR_106041 36.8888888888889
NR_040656 40.2222222222222
NM_001170848 17.8888888888889
NM_010055 49.1111111111111
NM_021293 60
NM_021292 31.2222222222222
NM_001359161 28.7777777777778
NR_037697 37
NM_025811 33.7777777777778
NM_053185 19.2222222222222
NM_028385 35
NM_029157 38.3333333333333
NM_001363337 38.6666666666667
NM_001363331 17.6666666666667
NM_027391 44.5555555555556
NR_106045 44.2222222222222
NM_001308464 38.3333333333333
