"k4" "k27" "trans" "naive" "logtpm"
58.3097354497354 75.3192592592593 115.407328518173 0.717778087385096 -0.143949302932365
52.1517989417989 56.6007936507936 94.6413113153193 1.69938972763714 0.230318543885839
48.7590476190476 57.2460317460317 87.8736698822387 1.23935439020437 0.0932305501058506
47.080582010582 53.6292063492063 82.2743001360023 1.48919312910769 0.172980185881683
48.217037037037 51.4993650793651 77.9620732880456 1.27152835427177 0.104360203079223
45.3832804232804 50.1893650793651 75.1068630687329 12.8050737100681 1.10738547431654
45.9394708994709 47.4583068783069 72.2427289964089 1.00690742506567 0.00303267279111403
45.2121693121693 45.6222751322751 69.7258550010765 1.20429333670462 0.0807683441170248
42.5396296296296 52.014708994709 67.7060874672753 1.67385570227381 0.223743961116862
42.2538624338624 46.5621693121693 65.6514557625943 3.92923751442369 0.594319334578221
43.8973015873016 45.0466137566138 63.6323601503441 3.36859373987873 0.527461529495044
44.5175132275132 39.008253968254 61.9289488904747 2.2809289328531 0.358130793956507
42.6355555555556 42.118835978836 60.3414691449658 2.59648890881272 0.414403197697757
42.1173015873016 42.0614814814815 58.803809549427 2.22169952586401 0.346704869753877
43.642328042328 38.3847619047619 57.3404423485203 14.7327606733361 1.16828708180671
39.4297354497354 46.8257671957672 55.9963671160276 3.98942220331205 0.600920886441079
46.8853968253968 37.2706878306878 54.9520467702514 3.3870086279788 0.529829125128618
41.4029100529101 36.6484126984127 53.6182589779696 2.11155756022512 0.324623491625682
40.2586243386243 42.6706878306878 52.4447262776352 20.2267440977839 1.30592812706958
42.3688888888889 35.818253968254 51.3481107734871 14.9538515328073 1.17475596872283
42.566455026455 37.4495238095238 50.3534732359789 3.48421983434111 0.54211801313074
41.7868253968254 36.302328042328 49.4117517057301 33.9736701269479 1.53114374394029
43.475873015873 32.9033333333333 48.4918539584209 10.0445608938279 1.00193527961834
43.019417989418 31.9016402116402 47.4050979103554 11.22437890497 1.05016618807633
43.3332275132275 34.4248677248677 46.4637192793252 5.10589584460693 0.708080457028158
46.8566666666667 30.7207936507936 45.6197966598223 8.29080586234442 0.918601984051452
43.1916402116402 32.0756613756614 44.8230270376025 35.3534213869767 1.54843267818288
41.2819576719577 34.3295238095238 44.0471360843011 33.2108019150518 1.52128066997994
43.7973544973545 31.0413756613757 43.2811812693316 36.4150397590169 1.5612819810884
40.7837037037037 36.3782010582011 42.5151140845055 4.33831785073998 0.637331378367727
42.0907407407407 32.7422751322751 41.7840283699765 21.7354821111047 1.33717127573253
51.4928042328042 28.5125925925926 41.1537193949729 7.48122947017548 0.873978781053794
45.4714814814815 30.3235978835979 40.5237503717932 65.4857769196048 1.81614764751487
43.8606349206349 30.9179894179894 39.7006861014209 6.59201118434498 0.819024523680001
40.9506349206349 32.0039682539683 39.0889508860847 8.4498219523794 0.926852697611528
45.0732804232804 28.5287301587302 38.5499509343145 7.93838008602279 0.899737359676441
43.6624338624339 25.58 37.8870219003397 20.8275000047845 1.31863922843409
41.762380952381 27.5353439153439 37.2858820538525 10.9842570133575 1.04077463988888
47.6325925925926 23.9221693121693 36.607376438378 26.2380141588792 1.41893261729567
44.6790476190476 24.7620634920635 36.0850045417132 9.97498752176482 0.99891671489039
42.3096296296296 25.9088888888889 35.5128987520515 47.7043901682355 1.67855925877828
46.5357671957672 27.399417989418 34.9635020272369 10.9870681891095 1.04088577264932
44.0190476190476 24.8078835978836 34.4239843095569 15.1360195959699 1.18001455058947
50.1489947089947 23.2407407407407 33.9092827182226 17.0030094981528 1.23052835163703
46.492380952381 25.132962962963 33.3493354680501 20.1073357519325 1.30335668970203
50.3382010582011 22.2729100529101 32.9261564085371 39.4569080104673 1.59612415000363
41.9045502645503 24.9926455026455 32.4923408821161 38.8156511791769 1.5890079952351
42.7924338624339 23.3275661375661 31.9772610004189 9.80078078657278 0.991265106667961
48.7414814814815 20.5457671957672 31.5589562941216 10.3819808129866 1.01628440505694
47.6857671957672 22.7867724867725 31.160722724007 30.004153990274 1.4771828331706
44.6459259259259 22.4040740740741 30.7779822637931 38.8048518607757 1.58888714901143
44.3584126984127 24.2858201058201 30.3244157951265 36.6307480594089 1.56384697335355
45.2934920634921 21.6706878306878 29.9155909532139 9.0555565723701 0.956919943928921
46.0254497354497 22.7932804232804 29.4692303287229 29.9443567290737 1.47631643825156
46.0986772486772 22.8834920634921 29.0562613308281 12.766603364141 1.10607876761614
43.8747619047619 21.1379894179894 28.6798798507083 29.1325348092036 1.46437976479763
49.6642328042328 16.610582010582 28.3915787900086 16.369945325757 1.21404988189813
43.6064021164021 21.3955026455026 28.0436453918843 36.6815048730463 1.56444832842276
47.1665079365079 18.7344973544974 27.5898378194307 42.1070684461409 1.62435603767857
48.0937566137566 18.514126984127 27.2122666863226 22.8339528516283 1.35858300193635
47.4183068783069 19.8677248677249 26.8747929045256 43.2108381319331 1.63559369517258
51.304126984127 17.0351322751323 26.5177811857732 12.6687303742212 1.10273652131839
45.9253439153439 20.3934391534392 26.0913536852736 36.1662854187461 1.55830510618669
40.7481481481481 26.6947619047619 25.7522248482354 28.0480365522058 1.44790401311528
49.0702645502646 19.9348677248677 25.4261513653529 46.471622613564 1.66718877120276
46.8213756613757 17.2616931216931 25.1029663327962 31.0322390647008 1.4918145117945
45.2839682539683 23.4251851851852 24.8240175642724 12.7182285474426 1.10443003974638
45.7928571428571 20.7380952380952 24.5263832660453 53.9102817905417 1.73167240749064
50.5298941798942 16.9726455026455 24.1792028962606 81.2133922907227 1.90962818614563
47.1745502645503 17.5868253968254 23.8611178701529 26.2784234981633 1.41960096002723
45.5843915343915 19.7142857142857 23.542818820094 38.5249389632229 1.58574308662483
48.838253968254 19.0644973544974 23.260653954363 20.0436400632269 1.30197876196915
45.3140740740741 21.0126984126984 23.029768752298 28.7496999824053 1.45863482757035
45.2185714285714 18.072328042328 22.7546411483797 24.9655371298846 1.39734265384646
47.3637566137566 17.4438095238095 22.4676524436428 39.047887189542 1.59159865216967
48.9464021164021 16.8368253968254 22.2129127312169 26.1301264564407 1.41714317353737
47.0722222222222 17.4995238095238 21.9492713074365 71.860995215907 1.85649383188617
49.3838095238095 14.8622222222222 21.6825775030251 72.8294243455427 1.86230747355745
43.596455026455 18.9242328042328 21.4024104848892 41.1046555482855 1.61389206978125
43.1482010582011 17.8292063492063 21.0981798516605 57.8374821501092 1.76221012936231
45.5061904761905 20.5831746031746 20.8600281304545 61.4991095676283 1.78886953394414
45.8200529100529 16.287671957672 20.591389042045 16.5756507366944 1.21947320726808
44.9979894179894 19.3267724867725 20.3629798015453 10.4869739096283 1.02065432878728
45.5476190476191 19.871164021164 20.1049042483977 31.1362818661387 1.49326814494167
48.8462962962963 15.4507407407407 19.8462957045813 27.3741250098582 1.43734183273561
44.2513756613757 18.0620634920635 19.580271674087 34.0535132804682 1.53216319978813
45.732328042328 19.1771428571429 19.30876497395 36.6152185979053 1.5636628173807
47.7660317460318 13.8684126984127 19.0667673265753 33.6119064160458 1.52649443777174
43.0153439153439 20.2459259259259 18.808993726266 29.0766398274075 1.46354571049718
41.3615873015873 15.9551322751323 18.5980052418343 38.0253854453402 1.58007476710076
44.8425925925926 17.9917989417989 18.3596878218861 22.3151376266489 1.34860151584125
